,종목코드,순위
1576,A194700,158
1577,A195500,1359
1578,A195870,561
1579,A195990,1772
1580,A196170,1722
1581,A196300,1982
1582,A196450,1769
1583,A196490,1876
1584,A197140,743
1585,A198440,759
1586,A199800,713
1587,A199820,1622
1588,A200130,1230
1589,A200230,735
1590,A200350,1708
1591,A200470,655
1592,A200670,1921
1593,A200710,1900
1594,A200780,204
1595,A200880,27
1596,A201490,1867
1597,A203400,1796
1598,A203450,1654
1599,A203650,1005
1600,A203690,1321
1601,A204020,556
1602,A204270,1549
1603,A204320,854
1604,A204620,1091
1605,A204840,1651
1606,A205100,1209
1607,A205470,206
1608,A205500,139
1609,A206400,384
1610,A206560,201
1611,A206640,513
1612,A206650,1244
1613,A207760,1495
1614,A207940,733
1615,A208140,623
1616,A208340,1671
1617,A208370,1771
1618,A208640,1136
1619,A210540,946
1620,A210980,1926
1621,A211050,1958
1622,A211270,46
1623,A212560,1927
1624,A213420,310
1625,A213500,596
1626,A214150,916
1627,A214180,1245
1628,A214260,1501
1629,A214270,1778
1630,A214320,80
1631,A214330,96
1632,A214370,160
1633,A214390,1464
1634,A214420,1605
1635,A214430,1856
1636,A214450,507
1637,A214610,17
1638,A214680,1997
1639,A214870,414
1640,A215000,858
1641,A215090,989
1642,A215100,790
1643,A215200,479
1644,A215360,1787
1645,A215600,1243
1646,A215790,1331
1647,A216050,287
1648,A216080,243
1649,A217190,1983
1650,A217270,1110
1651,A217330,817
1652,A217500,1022
1653,A217620,6
1654,A217730,1641
1655,A217820,869
1656,A218150,1009
1657,A218410,1224
1658,A219130,1049
1659,A219420,135
1660,A219550,1939
1661,A220100,156
1662,A220180,24
1663,A220260,1590
1664,A221840,122
1665,A221980,1528
1666,A222040,339
1667,A222080,1707
1668,A222110,512
1669,A222420,1084
1670,A222800,1547
1671,A222810,1996
1672,A222980,1076
1673,A223250,903
1674,A223310,981
1675,A224110,1897
1676,A225190,935
1677,A225220,1218
1678,A225530,1714
1679,A225570,124
1680,A226320,359
1681,A226330,958
1682,A226340,1879
1683,A226400,1015
1684,A226440,980
1685,A226950,482
1686,A227100,51
1687,A227840,1085
1688,A227950,1979
1689,A228340,718
1690,A228670,906
1691,A228760,1213
1692,A228850,859
1693,A229000,613
1694,A229640,1366
1695,A230240,134
1696,A230360,1790
1697,A230980,1865
1698,A232140,682
1699,A232680,1570
1700,A234080,1143
1701,A234100,1455
1702,A234300,1507
1703,A234340,550
1704,A234690,1782
1705,A234920,25
1706,A235980,1258
1707,A236200,898
1708,A236810,1212
1709,A237690,1469
1710,A237820,1108
1711,A237880,1220
1712,A238090,1555
1713,A238120,1133
1714,A238200,1435
1715,A238490,49
1716,A239340,172
1717,A239610,420
1718,A239890,272
1719,A240810,307
1720,A241520,337
1721,A241560,498
1722,A241590,76
1723,A241690,413
1724,A241710,5
1725,A241770,649
1726,A241790,1814
1727,A241820,115
1728,A241840,126
1729,A242040,951
1730,A243070,1062
1731,A243840,211
1732,A244460,1040
1733,A244920,830
1734,A245620,321
1735,A246690,793
1736,A246710,1251
1737,A246720,925
1738,A246960,325
1739,A247540,153
1740,A247660,154
1741,A248070,786
1742,A248170,165
1743,A249420,787
1744,A250000,824
1745,A250060,525
1746,A251270,1667
1747,A251370,533
1748,A251630,1874
1749,A251970,871
1750,A252500,1423
1751,A252990,248
1752,A253450,1390
1753,A253590,230
1754,A253840,587
1755,A254120,940
1756,A255220,1546
1757,A255440,200
1758,A256150,399
1759,A256630,1345
1760,A256840,1211
1761,A256940,938
1762,A257370,974
1763,A258610,1624
1764,A258830,1016
1765,A259630,1777
1766,A260660,1148
1767,A260930,1200
1768,A260970,270
1769,A261200,1909
1770,A262260,1418
1771,A262840,457
1772,A263020,1480
1773,A263050,379
1774,A263540,975
1775,A263600,822
1776,A263690,893
1777,A263700,82
1778,A263720,1629
1779,A263750,1833
1780,A263770,1613
1781,A263800,1916
1782,A263810,15
1783,A263860,1911
1784,A263920,455
1785,A264450,823
1786,A264660,553
1787,A264850,542
1788,A264900,120
1789,A265520,1636
1790,A265560,1537
1791,A265740,1550
1792,A267250,797
1793,A267260,1673
1794,A267270,1763
1795,A267290,716
1796,A267320,1197
1797,A267790,1953
1798,A267850,1969
1799,A267980,1132
1800,A268280,610
1801,A268600,20
1802,A269620,1001
1803,A270520,178
1804,A270660,1458
1805,A270870,1544
1806,A271560,198
1807,A271980,1670
1808,A272110,1566
1809,A272210,828
1810,A272290,175
1811,A272450,798
1812,A272550,1824
1813,A273060,258
1814,A274090,29
1815,A276730,1792
1816,A277070,1711
1817,A277410,873
1818,A277810,1304
1819,A277880,642
1820,A278280,50
1821,A278650,1679
1822,A279600,1205
1823,A280360,1113
1824,A281740,1065
1825,A281820,486
1826,A282330,913
1827,A282690,245
1828,A282880,1794
1829,A284620,650
1830,A284740,1329
1831,A285130,1525
1832,A285490,164
1833,A286750,38
1834,A286940,1780
1835,A287410,1394
1836,A288330,144
1837,A288620,530
1838,A289010,1686
1839,A289080,362
1840,A289220,1286
1841,A290120,469
1842,A290380,1521
1843,A290520,1588
1844,A290550,1526
1845,A290650,55
1846,A290670,683
1847,A290690,2
1848,A290720,632
1849,A290740,602
1850,A291230,16
1851,A291650,764
1852,A293480,847
1853,A293490,554
1854,A293580,937
1855,A293780,451
1856,A294090,1913
1857,A294140,19
1858,A294570,1268
1859,A294630,880
1860,A294870,855
1861,A297090,887
1862,A297570,264
1863,A297890,1802
1864,A298000,86
1865,A298020,314
1866,A298040,1842
1867,A298050,697
1868,A298060,1436
1869,A298380,1264
1870,A298540,597
1871,A298690,686
1872,A299030,1821
1873,A299170,1033
1874,A299660,1347
1875,A299900,66
1876,A300080,1942
1877,A300120,301
1878,A300720,1368
1879,A301300,667
1880,A302430,607
1881,A302440,1042
1882,A302550,1294
1883,A303030,1652
1884,A303360,931
1885,A304100,1052
1886,A304840,926
1887,A305090,1917
1888,A306040,1678
1889,A306200,1453
1890,A306620,808
1891,A307180,155
1892,A307280,1599
1893,A307750,890
1894,A307870,1775
1895,A307930,289
1896,A307950,1943
1897,A308100,79
1898,A308170,213
1899,A309930,1741
1900,A310200,1219
1901,A311390,1893
1902,A311690,1433
1903,A312610,329
1904,A313760,1967
1905,A314130,52
1906,A314930,1870
1907,A316140,396
1908,A317120,595
1909,A317240,620
1910,A317330,398
1911,A317400,832
1912,A317530,1343
1913,A317690,1127
1914,A317770,876
1915,A317830,741
1916,A317850,224
1917,A317870,673
1918,A318000,1974
1919,A318010,1941
1920,A318020,979
1921,A318410,1664
1922,A319400,1889
1923,A319660,429
1924,A320000,68
1925,A321260,922
1926,A321550,819
1927,A322000,676
1928,A322180,1523
1929,A322310,1729
1930,A322510,1999
1931,A322780,1884
1932,A323280,1841
1933,A323990,1539
1934,A326030,1075
1935,A327260,460
1936,A330350,419
1937,A330860,1695
1938,A331520,395
1939,A332290,1860
1940,A332370,1288
1941,A332570,883
1942,A333430,237
1943,A333620,1742
1944,A334970,132
1945,A335810,581
1946,A335890,1186
1947,A336060,659
1948,A336260,63
1949,A336370,193
1950,A336570,326
1951,A337930,1840
1952,A338220,403
1953,A339770,1021
1954,A339950,1227
1955,A340440,1142
1956,A340570,1956
1957,A340930,176
1958,A344820,253
1959,A347700,1330
1960,A347740,443
1961,A347770,1701
1962,A347860,1534
1963,A347890,1757
1964,A348030,544
1965,A348150,151
1966,A348210,1106
1967,A348350,687
1968,A351320,1623
1969,A351330,593
1970,A352480,1963
1971,A352700,1698
1972,A352770,363
1973,A352820,1388
1974,A352940,247
1975,A353190,1800
1976,A353200,1158
1977,A353810,1157
1978,A354200,117
1979,A355150,159
1980,A356860,1945
1981,A356890,1357
1982,A357230,559
1983,A357550,194
1984,A357780,1096
1985,A359090,546
1986,A361390,1500
1987,A361610,1272
1988,A363250,821
1989,A363260,1281
1990,A363280,1043
1991,A365590,1991
1992,A368770,563
1993,A369370,766
1994,A373200,152
1995,A375500,947
1996,A378850,1223
1997,A383220,249
1998,A383310,1499
1999,A383800,468
